user_id,state,timestamp
7764693044,start,2025-02-03 01:17:54.430123
7764693044,leggings,2025-02-03 01:17:58.141306
7764693044,start,2025-02-03 01:18:48.519054
7764693044,leggings,2025-02-03 01:18:49.503546
7764693044,start,2025-02-03 01:21:12.210743
7764693044,leggings,2025-02-03 01:21:13.216432
7764693044,bra,2025-02-03 01:21:21.252337
7764693044,start,2025-02-03 01:26:23.719525
7764693044,leggings,2025-02-03 01:26:24.765206
7764693044,start,2025-02-03 01:26:38.221012
7764693044,leggings,2025-02-03 01:26:39.495570
7764693044,start,2025-02-03 01:28:53.047458
7764693044,leggings,2025-02-03 01:28:53.872555
7764693044,bra,2025-02-03 01:28:55.986807
7764693044,gym_or_home,2025-02-03 01:28:58.215542
7764693044,pose_window,2025-02-03 01:29:01.756758
7764693044,start,2025-02-03 01:29:15.895220
7764693044,leggings,2025-02-03 01:29:20.707775
7764693044,bra,2025-02-03 01:29:27.894529
7764693044,gym_or_home,2025-02-03 01:29:32.651733
7764693044,pose_window,2025-02-03 01:29:36.929084
7764693044,start,2025-02-03 01:29:51.973582
7764693044,leggings,2025-02-03 01:29:55.492516
7764693044,bra,2025-02-03 01:30:01.403117
7764693044,gym_or_home,2025-02-03 01:30:07.639130
7764693044,swimsuit,2025-02-03 01:30:09.041560
7764693044,start,2025-02-03 01:30:40.875414
7764693044,leggings,2025-02-03 01:30:41.663778
7764693044,bra,2025-02-03 01:30:43.336838
7764693044,gym_or_home,2025-02-03 01:30:44.727654
7764693044,swimsuit,2025-02-03 01:30:46.157616
7764693044,start,2025-02-03 01:31:27.297871
7764693044,leggings,2025-02-03 01:31:28.091242
7764693044,bra,2025-02-03 01:31:29.258893
7764693044,gym_or_home,2025-02-03 01:31:30.254096
7764693044,swimsuit,2025-02-03 01:31:31.219152
7764693044,start,2025-02-03 01:33:52.685109
7764693044,leggings,2025-02-03 01:33:53.598530
7764693044,bra,2025-02-03 01:33:55.455654
7764693044,gym_or_home,2025-02-03 01:33:56.910578
7764693044,pose_window,2025-02-03 01:34:01.728894
7764693044,start,2025-02-03 01:36:56.845552
7764693044,leggings,2025-02-03 01:36:58.033938
7764693044,bra,2025-02-03 01:37:00.316869
7764693044,gym_or_home,2025-02-03 01:37:02.358050
7764693044,pose_window,2025-02-03 01:37:04.553672
7764693044,start,2025-02-03 01:37:12.194217
7764693044,leggings,2025-02-03 01:37:13.566610
7764693044,bra,2025-02-03 01:37:14.956934
7764693044,gym_or_home,2025-02-03 01:37:16.746165
7764693044,swimsuit,2025-02-03 01:37:18.050114
7764693044,pose_window,2025-02-03 01:37:19.503042
